Date(YYYY-MM-DD hh:mm:ss),100m wind speed (m/s), rated power output at 100m (MW), SCORE-lite power output at 100m (MW),CorrectedScore
2006-01-03 13:50:00,8.590, 9.114, 9.792,9.792
2006-01-03 14:00:00,8.390, 8.496, 8.621,8.621
2006-01-03 14:10:00,8.210, 7.953, 6.706,6.706
2006-01-03 14:20:00,7.980, 7.311, 7.960,7.960
2006-01-03 14:30:00,7.690, 6.468, 4.706,4.706
2006-01-03 14:40:00,7.340, 5.556, 5.752,5.752
2006-01-03 14:50:00,7.020, 4.869, 4.975,4.975
2006-01-03 15:00:00,7.090, 5.025, 5.657,5.657
2006-01-03 15:10:00,6.950, 4.725, 5.054,5.054
2006-01-03 15:20:00,6.780, 4.359, 3.623,3.623
2006-01-03 15:30:00,6.560, 3.885, 3.294,3.294
2006-01-03 15:40:00,6.380, 3.504, 1.999,1.999
2006-01-03 15:50:00,6.270, 3.348, 4.200,4.200
2006-01-03 16:00:00,6.280, 3.351, 2.528,2.528
2006-01-03 16:10:00,6.380, 3.501, 3.000,3.000
2006-01-03 16:20:00,6.500, 3.756, 2.360,2.360
2006-01-03 16:30:00,6.540, 3.834, 2.991,2.991
2006-01-03 16:40:00,6.530, 3.816, 2.799,2.799
2006-01-03 16:50:00,6.560, 3.882, 3.088,3.088
2006-01-03 17:00:00,6.690, 4.146, 4.470,4.470
2006-01-03 17:10:00,6.730, 4.227, 3.705,3.705
2006-01-03 17:20:00,6.580, 3.921, 4.899,4.899
2006-01-03 17:30:00,6.350, 3.465, 3.767,3.767
2006-01-03 17:40:00,6.170, 3.186, 3.052,3.052
2006-01-03 17:50:00,6.120, 3.114, 2.570,2.570
2006-01-03 18:00:00,6.130, 3.117, 1.799,1.799
2006-01-03 18:10:00,6.080, 3.039, 0.000,0.000
2006-01-03 18:20:00,5.850, 2.700, 3.694,3.694
2006-01-03 18:30:00,5.600, 2.304, 2.013,2.013
2006-01-03 18:40:00,5.560, 2.253, 1.192,1.192
2006-01-03 18:50:00,5.780, 2.577, 2.736,2.736
2006-01-03 19:00:00,5.930, 2.814, 2.945,2.945
2006-01-03 19:10:00,5.980, 2.889, 2.594,2.594
2006-01-03 19:20:00,5.940, 2.829, 2.624,2.624
2006-01-03 19:30:00,5.890, 2.745, 1.866,1.866
2006-01-03 19:40:00,5.920, 2.793, 2.625,2.625
2006-01-03 19:50:00,6.090, 3.063, 2.418,2.418
2006-01-03 20:00:00,6.300, 3.378, 3.208,3.208
2006-01-03 20:10:00,6.410, 3.558, 2.849,2.849
2006-01-03 20:20:00,6.460, 3.654, 3.664,3.664
2006-01-03 20:30:00,6.470, 3.681, 3.257,3.257
2006-01-03 20:40:00,6.500, 3.744, 2.054,2.054
2006-01-03 20:50:00,6.570, 3.897, 3.498,3.498
2006-01-03 21:00:00,6.690, 4.134, 1.610,1.610
2006-01-03 21:10:00,6.850, 4.491, 4.715,4.715
2006-01-03 21:20:00,7.140, 5.097, 5.334,5.334
2006-01-03 21:30:00,7.460, 5.781, 4.904,4.904
2006-01-03 21:40:00,7.780, 6.678, 7.006,7.006
2006-01-03 21:50:00,8.300, 8.169, 7.905,7.905
2006-01-03 22:00:00,8.810, 9.837,11.224,11.224
2006-01-03 22:10:00,9.130,10.974,11.509,11.509
2006-01-03 22:20:00,9.390,11.931,11.690,11.690
2006-01-03 22:30:00,9.590,12.639,14.803,14.803
2006-01-03 22:40:00,9.820,13.587,14.744,14.744
2006-01-03 22:50:00,9.970,14.181,11.600,11.600
2006-01-03 23:00:00,10.050,14.499,15.840,15.840
2006-01-03 23:10:00,10.070,14.610,15.247,15.247
2006-01-03 23:20:00,10.040,14.496,12.550,12.550
2006-01-03 23:30:00,10.050,14.520,12.843,12.843
2006-01-03 23:40:00,10.050,14.520,15.215,15.215
2006-01-03 23:50:00,10.030,14.442,14.475,14.475
2006-01-04 00:00:00,10.150,14.934,13.384,13.384
2006-01-04 00:10:00,10.280,15.462,16.146,16.146
2006-01-04 00:20:00,10.580,16.665,18.351,18.351
2006-01-04 00:30:00,10.840,17.736,16.962,16.962
2006-01-04 00:40:00,10.890,17.943,16.530,16.530
2006-01-04 00:50:00,10.960,18.192,15.096,15.096
2006-01-04 01:00:00,11.070,18.651,18.121,18.121
2006-01-04 01:10:00,11.190,19.146,19.830,19.830
2006-01-04 01:20:00,11.350,19.782,23.310,23.310
2006-01-04 01:30:00,11.640,20.994,21.438,21.438
2006-01-04 01:40:00,11.950,22.182,20.584,20.584
2006-01-04 01:50:00,12.030,22.452,24.065,24.065
2006-01-04 02:00:00,12.110,22.776,22.918,22.918
2006-01-04 02:10:00,12.150,22.926,24.590,24.590
2006-01-04 02:20:00,12.210,23.142,20.633,20.633
2006-01-04 02:30:00,12.350,23.658,24.321,24.321
2006-01-04 02:40:00,12.630,24.732,24.290,24.290
2006-01-04 02:50:00,12.780,25.299,24.300,24.300
2006-01-04 03:00:00,12.810,25.410,28.296,28.296
2006-01-04 03:10:00,12.900,25.650,24.039,24.039
2006-01-04 03:20:00,12.870,25.566,24.815,24.815
